i1 i2 dist
72 -1359 3.3804093
-1231 -775 65.3051392
1437 -74 49.7928910
545 1791 59.2995104
-1004 -1243 14.2965478
125 1019 70.1227152
-1112 920 11.6867737
2000 2154 84.7898492
-815 -169 34.1820686
-1366 352 56.4797181
-1374 -259 92.9520913
1711 430 17.2714130
1150 -894 97.6771237
188 -1326 32.7645347
-1323 -410 4.8932573
-932 -722 82.6599030
-22 2446 29.4094938
1895 1982 72.2201963
149 2214 25.6420143
1755 2130 25.9770274
-809 1938 13.4667741
1840 -1054 6.7382213
-118 302 60.6789345
1415 -979 26.8282060
-804 -348 81.8822942
2259 98 37.5129011
2097 2289 89.2462774
-563 -961 0.2917033
-600 48 5.0302917
1597 2480 69.5082428
1551 917 39.6791250
672 45 50.9125660
2161 -1185 89.6955080
723 328 83.0809049
-176 -301 67.6181386
-502 -1365 63.8169943
1619 1074 81.3256136
-1134 -1133 98.4521263
1447 -370 59.8480884
1189 719 19.1690091
1100 203 70.1602085
-1240 986 92.1074785
438 2328 54.4187625
2350 680 31.6250577
1720 2009 16.3030204
2198 1061 52.2159314
2212 -560 65.0489862
1758 128 59.0066813
2495 -1340 26.4748171
-889 969 58.3649136
-13 -338 51.9372850
2095 -606 14.5679626
2169 -1303 59.9664000
-744 234 28.5151266
2035 865 17.9882357
-513 264 12.5144098
12 1393 45.0569758
-1392 2356 74.4881614
32 -1456 95.3187096
1589 1056 27.7389409
1763 -926 9.5354443
2180 857 27.7130207
-24 1547 93.2201935
-72 1807 19.9655542
323 -475 57.9840973
-225 561 55.2657174
-478 1240 1.2518386
2372 1566 18.8077450
-109 2104 40.2491318
746 2336 65.2026265
456 1455 51.6039880
2101 945 44.9837911
1856 -185 93.2043109
269 2260 8.8204899
-772 1896 57.1307481
409 2061 79.9957103
1989 -311 40.4067399
532 816 82.9893507
689 -869 99.1262368
2090 943 19.4230740
1493 2115 14.4500006
192 504 4.9538671
-1356 -534 84.3624046
1538 -497 58.1349947
964 2410 8.7774954
-1388 -348 22.4406996
-945 -536 23.0073279
-13 1438 2.0921824
1194 2455 70.3839639
2193 -511 9.7999215
1349 -936 11.3795334
1312 1935 74.2855448
-785 2259 10.8812274
825 -1403 42.8754101
1313 2169 14.5867079
-434 1078 68.5176328
1436 -616 34.9953561
-501 2035 9.1526420
-1469 -149 54.6277842
2231 295 73.7380217
165 1155 43.3031667
1589 -465 90.9626162
-1142 1025 24.9211265
-1242 -22 90.2766269
-512 -492 58.2581576
442 2032 31.6642949
-1035 81 80.9507954
831 1971 70.3385899
-157 1999 22.2664430
922 1152 44.8897765
-1312 -713 14.3478632
-1442 -1115 92.5941056
-1305 1063 54.9708296
1212 1473 44.2427857
-580 1297 63.0937467
2500 2250 26.7227680
-917 -1388 49.3160575
-227 -573 88.0920504
1338 1142 9.8300888
-164 -1046 23.2867369
375 2163 28.0719604
1836 42 68.9068364
-1214 -128 69.0546121
-108 -775 68.6718865
-641 -1341 87.8887970
-684 474 46.4443911
898 828 51.4077898
1506 -1104 32.6775452
-376 2207 56.9645748
-987 2470 89.7416706
-879 2466 87.3883158
-387 1388 43.9904227
135 791 80.2201698
-977 1512 22.6539969
-939 324 43.7700110
1479 -717 33.7333115
595 635 80.4264954
-1240 538 70.7939620
162 2190 9.8735835
942 1694 20.1135665
-129 -592 77.6774671
-646 950 98.5229285
-397 1641 72.6338671
711 -1463 53.7123518
918 1561 62.7649067
2082 1582 29.6650154
458 -704 16.4668755
212 -958 1.4533703
1256 -1405 82.1312378
1475 -846 18.0545322
-454 1319 87.2360439
-960 -149 83.8446512
1910 -609 36.3394411
408 1920 96.5971649
-1172 1519 90.8799159
1850 545 43.2886705
2139 1439 56.3817702
-109 1361 49.8640684
-531 -1357 93.4635473
1267 2405 99.8978232
10 -117 52.7097553
-1169 1403 88.8965247
1737 -1288 61.8229029
823 521 98.9084943
-1279 -471 51.5358478
-405 -791 52.9061192
-708 419 93.3660800
-1316 -299 90.0294300
-653 -1021 68.4353640
-218 679 96.7721595
-1027 2422 85.8272607
2118 -1112 39.8421248
-680 -468 75.0350153
-434 2399 57.1846316
-1035 325 87.3715358
1103 2022 0.7344634
-214 583 74.7161359
158 2224 87.1385367
2499 -1023 38.0658090
-993 121 36.7606358
-565 -1356 2.4177654
1662 236 81.9040595
2258 -1227 42.8517167
-551 -755 84.7858536
838 -352 35.3073868
2246 -467 15.8138426
-840 2183 75.9621557
1333 2443 87.9580941
-885 1212 38.6742155
513 1987 14.9569556
575 200 96.8679878
-1073 110 79.5502860
-422 105 95.5054135
2368 925 69.0689727
-481 -314 16.1990004
-213 -233 23.9959438
-1092 -1218 33.0724835
1108 -1085 18.5727597
669 -970 55.5577124
1857 173 6.0050306
2010 -57 35.2714776
1287 -173 70.7045427
-1497 2169 56.3085648
-559 1634 85.3426343
200 1514 50.6100124
1821 579 48.3289179
2200 1000 8.8466493
2094 -1155 87.0923520
-850 1142 18.4245763
576 -130 20.7379167
218 -240 78.6754795
-1147 273 35.0212864
2341 2320 59.3568376
1409 -486 26.9364588
-109 -879 17.4635874
548 2246 83.7454557
-1458 1907 3.9983333
127 1069 50.4762664
1413 1060 3.3789027
1575 2425 99.4564717
875 621 79.5077723
994 -146 38.9353149
-1329 624 63.2301274
-1223 1391 38.1346349
2433 778 11.1556316
654 -121 33.3641075
-531 665 65.6165306
1028 -120 24.1007170
767 1986 61.6081924
2405 -1050 17.4372055
-877 2487 10.5587363
4 -478 45.1397705
1776 595 7.8294405
-223 2379 24.1980163
555 1997 40.4382213
-112 -780 91.9567330
2257 2241 26.6820326
-1154 2067 62.5853803
-1132 349 73.2651011
230 -1187 22.8428607
898 114 96.2668572
-865 -781 92.2746856
934 2113 35.5467734
-155 -26 86.1522115
1489 -183 98.9354751
1892 1738 69.1550112
-133 -673 0.1367544
-1106 1420 12.8470018
1288 679 90.7101551
-897 483 70.0236079
-1367 1599 31.6459255
-1020 2063 16.0089131
-810 -837 60.3587505
-146 392 14.2331690
-431 -394 32.3595989
-187 2364 69.1231198
-403 893 55.9445257
772 819 0.8916536
-955 -811 51.4035624
701 -20 77.2398057
-935 -1453 67.1218858
-303 1736 44.2931835
1146 1249 58.7031181
556 1719 81.1963898
-506 1699 1.2627438
-6 -1327 81.9545835
-1313 2057 53.7975037
407 -359 96.7204982
-448 1477 64.9497094
1525 -149 23.6021221
-830 -495 69.6853172
2416 -1246 12.3047586
267 -490 73.6578014
783 842 80.2502012
560 949 48.6259080
348 1715 0.9999222
-1462 -807 67.8856576
1695 863 19.0977671
-821 -323 49.6124163
-1492 446 23.2070735
-869 -456 18.1600368
2008 863 42.4900134
-1313 1939 86.3008760
1511 500 16.6328064
185 730 24.8681062
-382 -1391 89.8950148
-879 860 85.0564154
1152 -655 77.6938143
78 1549 29.3005854
1338 -969 38.0030147
1834 898 53.6541961
2497 520 29.3507686
-705 -644 9.9010589
-1394 -114 27.9340291
175 -378 18.4031084
-114 1443 91.4502893
-764 563 91.0956613
659 472 91.8233148
2419 1816 17.0785839
-1025 2124 38.1416384
-442 2443 33.3583968
201 140 54.4858753
-919 1270 9.8906214
2276 -1108 57.4911288
-345 1871 99.8338388
-1417 343 41.6487735
-1456 2263 49.2096419
397 -1327 67.8280058
1380 -314 91.1887313
1589 1316 75.1610332
1105 -379 8.5944262
-1491 -1220 69.1431048
1749 454 5.6261891
275 -314 0.0425542
2454 1999 14.2617146
1902 275 90.4875445
2210 378 71.3354928
-1108 558 69.4834012
1876 1763 14.3009965
1533 1389 82.9293072
-538 473 2.8687852
1804 1715 12.6219190
2225 2468 88.2598909
-621 2008 99.5052736
-811 1803 30.1815834
2205 -399 77.8374071
-1398 -600 81.7550384
-283 390 24.0536256
-802 2119 81.8476455
2321 -601 12.0997577
1696 -949 87.7638148
-1093 1043 99.9419657
1521 -188 24.0400393
2027 692 84.4204909
-402 1719 21.6182341
1976 -403 43.6281243
2098 -293 53.1073787
2314 865 1.8950708
-719 929 60.8623689
-323 1182 38.1964367
901 576 9.4874351
1835 -1218 27.5758214
874 -10 3.1737349
-1340 1956 25.0092463
373 -180 69.8519899
-477 -663 75.8413791
-377 358 46.3867100
-128 -516 1.6350142
-528 2476 11.5276161
-546 550 39.8399801
-681 -436 0.2047051
-649 1278 34.5088065
-980 -612 86.0382452
-769 196 91.2345729
1074 -392 1.0505293
1646 -685 99.6717380
2218 1001 5.6331078
287 1082 1.1914313
-355 1580 89.1391948
-1281 2210 81.9829486
1151 1686 7.8730131
-1118 651 32.9673363
1429 -1317 49.2235132
1428 2312 0.6908819
1887 1746 41.1925079
114 1885 23.4093086
1793 -1196 88.7841197
1599 51 66.1147475
1210 -774 8.8585460
2147 -1105 59.3466480
1743 423 12.1232573
1348 182 99.3493653
-630 -1427 68.3833961
2329 2166 44.9158754
-668 2012 99.0805530
-1321 1558 64.5694719
-68 1609 27.1449847
321 1127 23.0192247
-499 645 10.4400961
1597 1012 95.7180049
1348 1756 75.8705880
-1148 -1321 23.6021070
-522 -884 14.0705095
-63 1603 66.9315326
-907 1200 54.5955276
-24 -425 60.8678741
669 1964 16.7721232
2101 191 54.5076396
1837 1537 7.1748341
1360 2440 71.1657127
1759 2370 22.5590579
-45 -707 53.2715728
1323 1655 85.9458019
289 2191 4.4877438
1650 1333 6.1273431
1763 -446 4.5260573
1280 -319 84.3974060
1244 1233 81.5756041
1067 600 94.6108012
-1343 1491 49.3091022
466 -214 64.1053216
836 1959 48.0363157
1417 2434 74.3071518
-166 1814 14.1854916
2210 537 65.9645676
2281 1718 29.3854923
672 858 77.6708596
700 2057 28.6570682
1529 118 23.1917082
1363 2374 6.8584656
2116 1330 75.8295922
-812 -484 44.8042032
1898 1786 65.1845488
2245 -531 41.4910757
1506 -374 64.1867708
-609 -517 33.1071651
-627 -1189 98.5525091
2007 2381 76.3315283
1293 -1194 19.2941876
1482 0 71.2565383
-627 -1117 45.0326374
-1187 1992 96.9611186
-586 1807 96.3932770
1644 2119 88.4715462
-284 417 20.5251184
-869 120 58.2907389
5 -1329 75.3845653
1442 851 42.4205278
-1251 517 65.6386722
437 1524 9.3182902
-1144 -563 73.0232892
618 -1490 56.1469905
792 624 58.8761404
-976 -1484 78.0847345
-1459 -921 95.2430587
1000 -1389 5.4775138
542 894 28.1522434
-229 1631 76.2014067
1026 917 49.4805525
-242 1542 78.5843399
-651 2122 32.5694729
561 -230 98.5759980
1839 -1436 13.8119107
1623 -489 13.0697311
1411 912 13.3227151
-164 2302 0.1131145
1477 -1372 69.7737912
1327 643 77.1680037
-633 215 81.2310953
-372 2323 28.3509612
-140 983 85.1026248
-212 -240 13.8327746
1202 -1121 48.3016566
-523 1264 78.8603357
761 -1100 85.1222443
-661 231 88.9623349
-1456 953 6.7315524
1157 -556 85.4797919
1476 -1482 69.8396230
2484 1288 52.9525605
196 -960 67.8100801
-1050 -619 35.9568594
1914 1220 46.8605957
220 -1466 35.6856775
1021 1103 99.6395007
-173 -986 68.7544356
-904 2094 6.8434276
1315 421 29.4171785
1184 -1346 96.3674826
977 1995 59.5830633
-882 2039 56.8253489
793 -1350 66.4177544
-1128 1861 35.5513610
589 -1113 8.4443410
-1176 103 68.6511568
137 -1253 25.5965706
1981 1301 90.7270905
252 682 53.5318636
2037 -112 0.9465319
267 -1218 50.6961923
413 1971 55.2443041
1928 252 50.0467248
29 490 22.9405436
-222 2478 19.9630562
2047 2107 73.4124890
166 1803 62.4044612
2456 1340 2.1463674
2335 -510 52.8144592
2475 -204 48.8531832
-289 812 90.3541084
2207 -1471 35.2551258
-908 -1117 55.6289615
2386 2307 7.0271636
965 -581 2.3501932
-809 -1126 87.4037422
1283 1640 5.3174004
1930 1995 57.0709796
904 78 41.6194463
1885 2267 49.5573500
2445 572 17.0494912
1142 -1138 52.9952057
-1343 2440 15.6244234
720 -1224 51.7044655
44 422 59.2077270
910 715 25.3015971
2399 -1076 78.0572315
1038 -851 98.1860798
1625 446 30.5618478
-1232 722 3.1778899
174 -484 3.0458167
502 1617 44.5792117
1575 1273 58.1975584
1904 2178 82.2046151
373 1497 34.5492954
2133 1795 98.5241440
-383 451 21.3094658
-214 -895 52.1031352
1409 2046 42.9621145
2389 -1168 12.7264067
786 -1406 15.6146259
-918 1369 39.5807676
219 2043 78.6010392
-354 1050 25.7796105
-1008 2367 94.9235225
-592 271 26.5455043
465 1791 83.4168948
826 396 76.1123696
-667 -1204 85.9340457
1599 -1209 24.5839576
-136 2166 16.7806608
1159 304 19.9086004
-485 -341 63.6136224
540 1586 76.6808311
2280 1371 30.5566709
513 2274 21.0541776
1632 -804 21.8189205
-691 452 1.0424168
2133 288 94.3162649
-953 -1396 36.0100101
-578 463 91.7021752
1111 -1322 90.2566530
2287 -163 81.3202030
-1263 -377 10.9192297
1825 709 34.1829554
1260 -373 76.5351729
2458 605 76.2568456
126 877 27.5176723
2165 -1460 61.5545424
1771 1746 82.1195452
-310 2069 86.5893627
-1285 908 33.0085390
2296 497 35.6735881
2478 -954 49.3189934
-132 -849 61.7908515
1298 359 71.8767121
1867 -553 44.5688245
-44 -729 10.4882433
-599 2009 97.4651539
1316 1204 66.0337697
-253 -739 53.9068159
-359 -225 31.9948251
1541 1582 75.4919439
-344 -35 68.8819661
967 -886 51.1466837
-326 632 96.1197725
-1114 -752 65.4741277
-302 1028 26.4516480
2295 -58 62.7355036
1787 -166 97.9775602
-754 500 84.2758417
-732 -148 14.9559598
971 344 18.5060454
508 -1305 26.5848515
649 484 62.2373205
177 -1227 45.3288653
-163 -563 86.5775661
-1253 -1249 76.0956920
-534 873 67.8477746
704 657 97.5685528
1654 1148 65.9553681
701 -1061 8.2229044
2137 45 23.4871168
310 1416 48.3984835
-1274 1119 5.1662074
-403 1093 3.8065623
-351 -440 77.4874114
-1277 -1481 80.7778830
1342 348 61.3901534
1625 -611 95.8677959
-860 2082 12.0291065
-828 -946 45.5935545
-177 1383 35.2725214
2254 -935 68.3159472
1650 1317 46.0866466
-505 -1018 20.7009809
-729 1053 87.5476680
840 1367 13.5867647
2283 849 3.7108473
577 -683 39.5745834
-784 1175 7.0517266
2349 1693 19.1331173
-923 -815 56.7806800
451 1525 83.4909007
620 2037 85.3828459
-857 207 68.0866714
-777 177 86.0249621
1321 2470 56.7562869
586 248 30.8823327
2213 -1491 69.7899195
1465 1119 25.7504044
56 2091 32.5896437
180 -37 84.7256879
1585 -407 16.8101361
424 -1235 96.6319301
1276 357 49.0339490
-1097 103 34.8745362
329 2143 32.7627370
1920 2219 45.8563493
313 1321 92.4085545
-500 -36 44.6481223
326 590 46.6530916
-846 -1293 99.6781950
876 1007 82.3783129
521 1356 39.7166334
450 -1006 25.6861034
-203 -374 14.4094493
1904 -947 34.6139412
598 1438 83.2840200
-642 -497 44.4472467
-1200 968 98.5586786
-27 486 63.2364701
1880 604 37.5712805
883 2103 13.8449784
1789 2083 49.5175562
1896 1625 56.7957509
-1155 476 12.2988107
-1263 1688 27.7617386
530 -315 47.4437528
2323 -1321 49.7245619
-1482 303 26.7485886
-992 -190 11.2888688
-627 837 13.3230525
-318 -1185 46.6784711
-1210 1337 33.6647464
2159 -693 93.4149550
-846 -501 90.1243014
1195 1674 20.9427189
-1148 1890 42.7752871
119 691 38.7164721
1369 332 53.0312151
-757 2341 95.3757405
-383 766 15.6982974
-1406 -365 48.4395291
402 -665 78.8001889
1630 32 85.1714786
1413 1502 89.4828418
36 260 74.7679259
837 -1 83.6149396
2495 -688 30.2463694
2049 529 43.8204748
265 -1339 11.1294567
412 2314 82.6462761
-704 2056 98.3047774
1109 232 8.3783988
90 1133 57.4999667
1065 1755 57.2961770
207 2215 43.4253000
614 359 26.6906887
883 1507 43.6838725
1709 -415 71.2831280
1225 -321 99.5998185
-1473 257 97.7424195
-1230 -845 17.3956790
886 -1157 86.9054643
435 1648 33.5396854
-24 -142 7.0892238
555 1685 27.2645638
805 1305 42.8917888
-1195 -940 12.0861820
-764 -806 80.4696747
1241 853 25.2742435
-598 1168 78.3192464
521 -397 14.2762464
2429 2454 99.2277785
1111 -153 60.1221129
-713 -690 71.9193019
2011 1828 0.8791994
-173 -438 73.1456298
829 -531 9.7247905
-84 -734 78.6361598
2197 2425 61.7171527
30 1909 45.1000162
743 -996 21.9117732
950 39 81.6285801
402 -776 29.9511275
616 2335 67.5278844
1137 576 64.1125516
2417 251 78.1601622
650 392 7.6177891
-224 1300 95.8613564
1777 1530 46.3449403
672 2260 58.4720981
-223 2195 85.9020162
729 1607 41.9895758
-638 2112 50.1736563
351 1756 25.5274572
2188 830 10.4759132
1893 1918 97.8682943
1973 -493 35.8013785
-408 726 77.5534348
1338 2140 8.5179478
-1178 222 25.5252168
-259 2100 9.6367840
575 1970 55.3828790
-1172 -679 75.1063637
909 2399 9.7056660
-87 425 59.4765025
873 2210 14.0128495
-1238 -1189 31.1699473
-959 1896 15.4777290
1792 1840 51.4071651
2264 -381 66.5172587
448 -1132 87.0479440
2476 -460 80.2835630
-731 -1397 32.3222417
1332 -265 98.1301671
-794 1387 21.1915965
2496 1083 44.6701730
-1386 -1114 51.4618761
624 1870 57.0204735
-1089 2201 10.6712031
897 -1315 60.1265787
-1223 1421 35.9752587
1615 -1238 26.0598007
1319 2097 0.2677374
448 -914 6.7308991
1039 1723 60.4906552
941 1628 16.1025587
-845 -805 9.7808325
2 -638 15.2809802
906 1118 98.7962385
2337 -44 44.1379448
-95 -886 8.6110519
760 2437 60.0003342
1835 -592 21.2961470
-1226 762 57.8132736
-499 -396 99.0017990
-80 1975 88.0638614
-1119 1088 50.8200591
-1266 1827 98.9973234
2379 -855 82.2716737
104 -1321 78.4502060
-197 -175 7.5571369
529 -426 6.5806514
785 1097 64.6253448
275 -120 44.6122805
-616 1996 77.3001377
66 1914 19.4324804
2163 -1214 70.4963814
-226 -952 12.8761598
2337 1119 56.1593765
-951 753 14.6983577
1905 605 14.4261493
512 488 42.0520599
1165 206 33.7660749
-827 -386 24.5206387
-302 1901 36.9963497
347 1769 83.6480104
146 1542 71.8304379
1803 -1371 29.5416532
1931 239 18.8615230
-668 -412 51.8046591
1574 -1434 90.4475751
2133 -632 19.7449589
1571 1035 79.9039686
474 -1458 98.8852131
536 -1040 42.1880837
2337 1632 90.8175472
924 748 6.4936950
291 409 34.1489893
-718 1638 57.2193917
669 -1062 77.0595954
1324 -935 23.4781105
-425 1389 53.2804148
1735 1364 16.8995156
-693 -621 65.3790032
-372 -780 12.2071291
843 2358 56.1566061
-323 -1118 46.7638858
-505 -443 54.5253469
337 1237 96.7536366
2270 2074 70.9262510
2118 1206 40.3293166
-254 505 78.2182278
-492 -1231 83.6392679
2409 797 28.6862892
200 455 79.2515731
1886 1951 88.6357779
-252 -1176 11.1573624
2363 834 46.1539092
1311 -703 67.2153177
1152 149 11.5145017
511 581 74.0257125
2236 -390 82.3448910
-1304 1874 76.9206630
1711 -911 21.5683708
-168 -1489 31.1443103
869 1479 67.1719284
1039 1731 2.9917338
661 793 89.1386558
-637 1761 39.9246817
1501 1848 87.2458019
-126 -395 85.3162319
2229 -236 29.8076836
-1271 136 80.6885403
200 748 99.4182030
1814 -410 54.7409780
-789 2489 53.1004798
-204 1497 40.4240234
-1209 1506 65.3264467
-450 283 59.7807111
1627 -1229 62.8791467
2041 -314 95.8200070
627 2002 61.9548428
-312 -157 26.4645415
2054 1326 93.2796976
655 1150 58.4883030
854 -122 48.6820799
1053 1866 5.4660802
2178 352 57.9973791
2103 1762 24.3360237
-1370 1246 47.1154763
1058 -809 9.6393011
2292 -1243 46.6099295
615 452 79.4219447
1839 -585 32.5141764
757 796 24.9167077
-259 2060 59.2246056
827 1316 37.6474881
-425 -245 90.2870931
2294 1427 23.9387354
2180 -77 91.4145484
1872 -1010 8.0975789
931 2047 88.3354710
-333 -1490 25.1636785
-217 -383 28.8697467
1806 -184 71.3839299
-163 -64 95.2774100
1589 777 7.8827519
1899 -970 48.0481581
-63 75 86.3062399
2086 719 69.7532448
2470 -1117 76.6647574
2234 -546 96.1871746
842 1730 54.6642931
702 -308 66.3169454
1755 -1471 31.7584977
-474 -712 62.2396899
-274 -707 51.1334839
-1331 663 24.6711036
985 1026 26.8901409
1046 1509 17.8536611
-890 452 25.4620801
417 1102 70.0802293
454 390 64.4312047
76 1532 27.7413700
-232 328 60.1235661
1818 2274 32.6938483
1455 903 5.0135592
-1228 1612 52.8211788
-996 -1051 60.4290501
2266 55 30.1930542
2423 -601 42.6986339
904 -1067 51.2229969
2069 1584 69.0687313
2258 -606 17.1287705
-831 -1440 36.8503212
1533 -1459 21.1452270
1558 2110 17.8514043
-739 1227 66.6551537
798 440 12.4301462
-378 -964 12.4084807
-345 758 13.3714512
-1341 2292 82.3689555
-1285 2345 97.4171792
-906 -1051 83.9717804
483 -83 66.0940797
-621 -337 0.1223371
-1453 2126 93.7698270
-449 511 10.9563142
1149 -777 79.5781048
2129 1583 92.2799097
591 -745 75.7356196
2390 1107 81.4164445
-738 2361 65.7064694
119 108 80.1538381
-396 1713 66.0054827
2419 -1252 56.3495582
-1036 1309 6.8140648
989 1987 16.6252981
1313 -1211 55.7751371
-143 -1235 5.9178093
1619 108 79.9075358
880 2371 5.8298590
-1435 240 1.8261788
1042 2164 96.6730420
-1260 -157 79.4241810
-109 -1471 36.2461812
1079 -762 74.6547663
-670 2236 69.4725944
51 1342 94.7866370
1151 286 17.9885258
1635 1872 58.8684346
2421 2223 6.2144666
-914 1880 19.4449857
2016 -406 45.8237986
-1022 332 57.9444038
245 -1047 70.5713915
1252 -763 13.3891108
701 -1337 12.4971469
2046 386 52.6184523
-460 48 72.7967670
61 688 31.2071801
993 693 17.6480684
1143 -1073 69.9205854
-594 504 77.6035088
2035 2323 47.7675122
-408 -827 15.2979539
-681 1249 28.4346135
1438 -1155 86.2437022
836 652 18.0922234
1719 558 13.4451611
-1116 -1340 96.8952910
1142 505 23.4548888
1961 1107 95.2652359
2310 1762 67.8770786
2228 582 83.8397407
1523 -588 21.5437712
2238 133 95.1402071
1921 -569 92.0724634
-739 1887 75.5377990
1854 -154 67.4827862
-648 -429 12.8829248
1248 504 21.9558303
2399 -1412 46.1482866
-1419 1256 82.5541349
205 -114 97.9037835
1447 1433 35.2630477
774 970 23.8624301
-959 -479 66.1517420
772 2072 18.5809390
188 -1348 64.7513995
-722 2452 96.0816903
1897 -253 62.5839434
-203 2485 45.3482243
366 -156 14.1513301
-474 -1476 13.6212881
1988 -428 21.7009067
-737 1611 41.6331122
193 2347 25.4642704
1429 920 0.8994786
1074 1893 38.8588884
1459 1812 37.6940173
1809 -583 94.2135191
1324 -1400 68.5471709
785 195 39.9448030
-887 200 30.5983056
438 -1012 13.4212199
-26 -280 16.1304310
229 1099 89.8057217
-824 1351 75.8942660
-914 47 63.8487170
423 -813 65.5061589
-1393 1547 25.7885495
4 11 23.2419460
225 -113 43.3728660
1158 -181 13.6673606
266 -306 55.7674895
1935 -284 61.6299755
2116 1977 44.5387742
2495 2176 48.2308685
628 -59 87.1408736
2148 904 77.7092153
-987 1246 56.8568247
-856 1697 51.6255792
711 920 51.1905631
1785 2426 16.6892156
-812 1375 83.0626298
562 -33 64.4938540
1415 -495 19.1091623
-733 363 71.1101478
1490 1822 93.5834269
-567 -504 46.9417990
1430 -308 22.9207373
171 -671 79.3569577
-950 -390 91.4224138
594 1837 74.4199912
-333 902 6.2816138
246 -823 11.5308031
2171 1532 48.9125676
1688 2402 39.8478484
398 2041 5.8006128
730 369 28.0013019
1540 992 15.2319012
-77 1857 41.6603171
1187 805 32.8648406
2165 55 48.6211089
2348 -1370 3.7709763
-1182 340 40.1633804
385 636 64.7461661
615 1025 50.1510676
366 1058 58.7103960
-403 1941 64.3469261
895 1031 75.6947444
63 2016 64.4746288
1409 564 97.4580744
-1023 428 1.4678849
1055 1586 37.9822906
-887 1383 5.0394037
560 2236 81.9208279
1792 1123 52.0017076
386 1450 26.7474985
652 1755 90.6119364
1797 780 16.9321893
-652 2177 60.2159646
-991 -1047 61.8082763
1478 1938 36.9738461
53 1035 36.0835848
2336 1867 91.9082967
1660 191 60.4057258
-920 881 38.9137949
-1258 -909 96.7490468
-1324 808 37.2952197
1052 54 29.8542291
2466 274 70.9534550
1259 -102 38.9123362
-101 774 54.5633693
1480 -919 54.4933324
-614 417 27.0568316
1475 2037 15.5475812
1353 -1392 20.3629117
-1211 1066 74.0246672
-916 -28 35.8951260
1966 1911 34.8538728
-183 -435 88.0703979
2345 762 37.8375219
2006 2115 75.6777744
1843 1990 74.5697388
-64 -992 88.3871877
1448 -225 62.1541492
-69 -634 49.7613497
878 -467 78.9056263
604 -1311 69.8505346
-798 33 71.5420987
-849 -565 10.8805738
729 347 44.7223615
-1159 166 83.5464838
182 1218 34.1888845
2204 -741 75.7944566
1166 -318 53.9162844
748 842 35.4449172
1269 -1021 95.7091475
-1307 1939 70.1522478
-812 -359 78.2871149
-971 -568 65.4217621
1110 232 4.5524279
-1370 2440 81.9846947
2372 375 11.4235682
1424 550 7.9571372
-784 136 68.5110446
987 2324 11.9008651
259 2059 11.2958328
505 788 84.6665141
2407 -254 37.2360936
1985 64 80.5389358
1258 2326 7.5741853
809 -40 20.9154989
787 -1187 74.5749825
2105 1756 72.1220232
-1267 -781 92.0343956
2163 1951 41.0912849
1032 1082 16.9159566
212 487 24.0023793
2096 -795 64.9098845
181 2423 78.1512572
1213 -527 75.3235264
1813 2064 9.6194049
888 -684 52.4203452
1917 -1083 71.8762626
2249 427 52.3668498
1460 127 5.1835270
1057 1116 22.0390218
-893 1880 50.2717552
1617 280 68.0130166
1740 356 25.1494731
408 807 81.7517929
-692 1639 17.0370529
1979 -1191 93.6478501
284 1103 89.2075316
1354 257 48.1385918
860 1143 56.3878410
-1409 -671 10.0201954
-892 1150 28.6794678
1545 1974 52.3548412
960 -423 82.5549433
-1292 465 63.8645157
-217 1597 43.0324990
-822 324 89.0531579
1707 616 39.1460745
329 1686 12.8575989
1831 -941 1.7062834
145 -1259 62.0286212
-944 -95 77.1969543
-248 -1417 71.1802365
1362 1266 59.8294361
-1083 39 64.7649604
-703 1509 82.2716465
-675 -1240 72.6250044
-645 -858 18.2316347
2051 -440 26.7317149
-1001 -323 97.2773248
1285 -361 13.5698616
107 2065 8.8499585
5 2118 20.4834223
1737 2 87.1517863
1858 -169 69.1901777
2164 120 92.2841121
1075 538 22.7569278
1523 2361 42.8921078
-77 -298 25.3613155
-1167 602 7.7059120
1696 823 26.1364628
2162 -203 52.6526219
-997 -750 45.9211907
2219 -489 32.5308490
1276 -556 94.8802720
717 1854 22.0161007
-855 -937 56.9015267
1020 2174 54.3970343
645 -890 36.3386288
944 2405 59.2669188
1445 1972 89.9483264
1885 -1062 68.3799992
1045 2243 19.0116491
-1050 2200 20.8784838
-1454 -978 73.2821445
295 -587 86.5958488
1468 2296 94.1468875
-453 -454 69.4842286
1405 -495 5.2243721
678 699 47.7504085
1699 1479 26.3595928
-829 100 38.5969617
2306 504 80.4091794
-1102 679 70.1870417
2313 722 14.2585060
-499 -1027 35.5081795
295 1048 64.1748918
295 52 47.6220120
2075 1552 54.5474648
-724 371 17.6490147
-215 -1022 48.3675520
1270 1836 8.5776798
-635 1142 80.2401099
-179 1563 57.4253416
2175 2221 26.3998724
2165 1146 81.0085303
599 -371 31.9900984
1054 -334 65.9380766
-384 -601 77.8652757
749 1477 14.2106984
1261 -571 16.1392663
1730 411 56.3284003
1385 2409 23.3431101
846 -641 20.3417647
1025 -1158 26.3434691
-47 -1038 32.2488628
-122 2162 7.3526908
1875 1836 34.0623219
-1192 -205 85.7906700
-368 -1281 65.4948104
436 539 79.1436485
593 -51 11.0766987
2453 82 56.8071249
-1073 2368 47.6962411
454 1284 27.9243196
73 422 76.4779787
-1362 925 72.5834374
2080 420 33.4166613
144 -459 29.3122866
2135 -1242 97.5407733
